Site,DBH(cm),Total.height(m),Dry.total.AGB(kg),Wood.specific.gravity
NewGuinea,27.1,22.0,268.90,0.50
NewGuinea,64.9,37.8,1692.70,0.53
NewGuinea,70.0,31.0,1706.50,0.49
NewGuinea,17.5,13.0,77.40,0.37
NewGuinea,20.4,20.0,209.10,0.31
NewGuinea,13.1,13.5,60.70,0.54
NewGuinea,14.3,16.4,62.10,0.52
NewGuinea,26.1,23.0,84.40,0.52
NewGuinea,10.0,12.2,25.40,0.65
NewGuinea,13.7,20.0,85.30,0.65
NewGuinea,14.6,15.3,42.90,0.65
NewGuinea,16.2,21.0,141.20,0.65
NewGuinea,31.8,28.0,598.00,0.65
NewGuinea,33.1,28.9,1158.00,0.65
NewGuinea,36.9,31.8,1226.00,0.65
NewGuinea,20.1,19.0,121.40,0.49
NewGuinea,78.0,34.0,3903.00,0.43
NewGuinea,110.1,35.0,6061.60,0.40
NewGuinea,20.7,19.0,166.70,0.50
NewGuinea,11.8,15.8,63.50,0.43
NewGuinea,18.1,21.0,230.30,0.44
NewGuinea,19.1,18.6,151.40,0.43
NewGuinea,21.6,23.0,283.50,0.44
NewGuinea,27.7,24.0,374.90,0.43
NewGuinea,43.9,28.0,1292.90,0.44
NewGuinea,54.1,25.0,1457.00,0.44
NewGuinea,14.3,17.0,32.60,0.53
NewGuinea,22.0,20.6,271.30,0.52
NewGuinea,10.8,10.7,15.40,0.49
Peru,10.6,10.6,42.22,0.47
Peru,15.1,18.0,145.27,0.60
Peru,16.0,16.5,147.93,0.71
Peru,18.9,16.2,138.20,0.36
Peru,21.5,18.0,165.17,0.51
Peru,23.0,25.1,420.85,0.62
Peru,23.2,13.9,292.78,0.69
Peru,24.1,21.5,473.89,0.61
Peru,30.3,23.0,783.21,0.84
Peru,32.0,25.1,365.48,0.36
Peru,34.9,21.7,527.84,0.36
Peru,35.0,23.4,927.56,0.65
Peru,39.0,22.6,373.15,0.27
Peru,39.7,18.3,147.80,0.26
Peru,40.1,24.9,961.70,0.50
Peru,41.1,18.5,484.87,0.26
Peru,47.5,34.0,2032.59,0.61
Peru,50.2,33.4,3001.13,0.62
Peru,53.7,37.2,4061.27,0.66
Peru,57.7,30.3,3561.99,0.78
Peru,58.0,32.9,392.41,0.27
Peru,59.7,33.3,4735.75,0.72
Peru,62.4,27.0,1975.15,0.44
Peru,62.8,27.2,3669.27,0.59
Peru,69.2,29.5,2032.46,0.33
Peru,75.5,36.0,8947.61,0.70
Peru,76.0,33.9,5215.23,0.58
Peru,80.8,35.2,12610.39,0.89
Peru,80.9,29.7,2226.83,0.53
Peru,81.0,42.3,10484.10,0.78
Peru,83.9,32.7,7263.60,0.55
Peru,85.4,25.0,2514.49,0.39
Peru,85.6,50.0,12489.04,0.53
Peru,92.6,39.0,10883.38,0.61
Peru,93.0,39.8,10164.45,0.59
Peru,93.8,41.5,14255.43,0.71
Peru,98.0,28.3,4670.99,0.40
Peru,98.0,32.0,8182.11,0.46
Peru,98.8,34.8,10969.24,0.78
Peru,104.5,27.2,7296.73,0.38
Peru,105.9,41.5,25342.19,0.89
Peru,108.0,30.4,12225.84,0.86
Peru,109.0,39.5,28426.58,0.89
Peru,110.8,47.5,19916.27,0.57
Peru,115.0,27.7,2297.21,0.13
Peru,117.2,33.8,15457.91,0.59
Peru,129.8,42.1,22979.41,0.45
Peru,130.0,46.7,24325.06,0.63
Peru,132.0,43.0,38857.36,0.65
Peru,158.0,44.1,76063.52,0.83
Peru,169.0,41.3,21055.52,0.54
PuertoRi,10.9,10.2,32.59,0.39
PuertoRi,5.6,11.0,7.91,0.71
PuertoRi,21.6,19.9,224.66,0.71
PuertoRi,5.1,6.8,5.30,0.74
PuertoRi,5.3,7.6,2.12,0.30
PuertoRi,5.3,9.8,5.12,0.30
PuertoRi,10.9,11.9,27.30,0.30
PuertoRi,7.4,9.1,11.56,0.70
PuertoRi,20.8,12.0,177.38,0.59
PuertoRi,8.6,9.0,16.44,0.48
PuertoRi,19.3,15.3,168.31,0.48
PuertoRi,31.2,16.9,533.93,0.48
PuertoRi,35.6,19.7,574.32,0.48
PuertoRi,45.7,20.7,755.12,0.48
PuertoRi,8.1,8.5,11.10,0.58
PuertoRi,12.9,14.3,31.03,0.58
PuertoRi,6.1,8.4,14.92,0.71
PuertoRi,10.3,8.5,48.78,0.90
PuertoRi,5.7,7.3,11.71,0.67
PuertoRi,7.1,9.7,17.82,0.67
PuertoRi,11.7,15.8,63.60,0.58
PuertoRi,7.6,8.6,20.11,0.87
PuertoRi,17.5,14.3,201.50,0.87
PuertoRi,10.9,14.7,45.08,0.75
PuertoRi,5.6,8.2,9.10,0.70
PuertoRi,18.5,15.3,189.53,0.65
PuertoRi,5.8,8.3,6.10,0.46
PuertoRi,11.2,10.9,35.21,0.50
PuertoRi,19.8,17.5,252.37,0.80
PuertoRi,5.6,6.2,5.67,0.57
PuertoRi2,5.4,6.3,11.00,0.73
PuertoRi2,8.1,8.1,18.70,0.73
PuertoRi2,5.4,7.5,14.20,0.77
PuertoRi2,6.4,7.7,22.80,0.77
PuertoRi2,10.3,9.4,68.50,0.77
PuertoRi2,18.5,13.7,305.70,0.77
PuertoRi2,19.7,9.4,202.50,0.77
PuertoRi2,20.7,14.2,375.50,0.77
PuertoRi2,22.5,13.4,321.60,0.77
PuertoRi2,23.2,12.2,444.50,0.77
PuertoRi2,34.5,14.2,618.60,0.77
PuertoRi2,45.0,15.3,1104.50,0.77
PuertoRi2,8.5,6.3,15.70,0.31
PuertoRi2,10.7,10.6,20.70,0.31
PuertoRi2,11.1,5.9,20.20,0.31
PuertoRi2,14.2,9.2,43.10,0.31
PuertoRi2,17.9,7.8,61.40,0.31
PuertoRi2,20.0,11.4,73.40,0.31
PuertoRi2,20.3,7.6,65.50,0.31
PuertoRi2,20.7,10.1,110.90,0.31
PuertoRi2,22.6,7.4,64.40,0.31
PuertoRi2,23.2,7.5,146.40,0.31
PuertoRi2,7.7,4.6,15.10,0.73
PuertoRi2,5.8,6.2,13.50,1.10
PuertoRi2,5.8,7.3,19.70,1.15
SaoPaulo3,11.1,6.8,34.80,0.92
SaoPaulo3,8.3,6.4,15.44,0.51
SaoPaulo3,16.5,11.1,87.29,0.51
SaoPaulo3,11.6,4.8,32.07,0.59
SaoPaulo3,12.4,8.0,31.10,0.59
SaoPaulo3,17.5,10.9,99.17,0.59
SaoPaulo3,18.5,10.2,130.29,0.59
SaoPaulo3,20.1,12.1,113.13,0.59
SaoPaulo3,35.8,14.1,550.95,0.59
SaoPaulo3,67.8,18.3,2655.71,0.59
SaoPaulo3,8.4,7.7,17.58,0.61
SaoPaulo3,8.6,6.9,12.20,0.66
SaoPaulo3,15.3,13.5,52.13,0.66
SaoPaulo3,16.6,14.3,56.13,0.66
SaoPaulo3,18.1,12.8,81.84,0.66
SaoPaulo3,35.7,16.8,353.42,0.66
SaoPaulo3,36.6,19.5,252.58,0.66
SaoPaulo3,41.1,15.4,446.48,0.66
SaoPaulo3,10.5,10.3,39.21,0.73
SaoPaulo3,5.3,6.7,8.42,0.73
SaoPaulo3,10.3,5.7,42.02,0.73
SaoPaulo3,13.4,10.5,68.34,0.73
SaoPaulo3,19.4,12.7,150.79,0.73
SaoPaulo3,63.0,17.8,1865.30,0.38
SaoPaulo3,14.8,8.3,44.30,0.60
SaoPaulo3,11.8,11.9,42.20,0.56
SaoPaulo3,7.8,6.3,15.08,0.89
SaoPaulo3,19.1,12.6,120.03,0.89
SaoPaulo3,6.7,5.6,13.09,0.96
SaoPaulo3,6.0,7.9,11.26,0.75
SaoPaulo3,10.7,9.8,39.74,0.75
SaoPaulo3,6.3,6.5,12.10,0.71
SaoPaulo3,7.2,6.2,19.15,0.71
SaoPaulo3,5.4,7.6,9.71,0.81
SaoPaulo3,6.7,6.3,15.32,0.81
SaoPaulo3,8.3,7.7,28.54,0.81
SaoPaulo3,12.1,7.2,53.86,0.81
SaoPaulo3,14.3,9.0,76.61,0.81
SaoPaulo3,14.7,9.2,115.09,0.81
SaoPaulo3,15.9,14.7,105.24,0.81
SaoPaulo3,9.2,10.2,25.06,0.58
SaoPaulo3,8.3,8.8,15.05,0.42
SaoPaulo3,13.8,9.1,39.68,0.42
SaoPaulo3,16.2,10.0,58.00,0.42
SaoPaulo3,22.3,12.3,118.15,0.42
SaoPaulo3,22.9,10.2,86.15,0.42
SaoPaulo3,25.1,11.7,132.41,0.42
SaoPaulo3,26.7,12.3,190.82,0.42
SaoPaulo3,8.0,6.6,7.49,0.39
SaoPaulo3,8.8,6.5,11.35,0.39
SaoPaulo3,9.5,6.2,12.11,0.39
SaoPaulo3,12.1,8.1,32.61,0.39
SaoPaulo3,12.7,7.4,21.24,0.39
SaoPaulo3,13.1,9.7,33.57,0.39
SaoPaulo3,14.6,12.1,53.69,0.39
SaoPaulo3,15.3,8.4,41.56,0.39
SaoPaulo3,16.9,10.3,69.09,0.39
SaoPaulo3,17.2,12.0,42.13,0.39
SaoPaulo3,17.2,9.9,59.15,0.39
SaoPaulo3,18.6,9.8,70.38,0.39
SaoPaulo3,18.6,11.9,105.07,0.39
SaoPaulo3,19.1,10.6,80.23,0.39
SaoPaulo3,20.8,12.1,109.13,0.39
SaoPaulo3,22.3,12.9,117.87,0.39
SaoPaulo3,22.6,10.6,110.52,0.39
SaoPaulo3,23.9,11.6,102.06,0.39
SaoPaulo3,27.7,12.3,147.78,0.39
SaoPaulo3,29.3,18.3,150.34,0.39
SaoPaulo3,31.2,12.3,151.69,0.39
SaoPaulo3,11.3,10.4,31.03,0.46
SaoPaulo3,19.7,13.6,130.95,0.46
SaoPaulo3,25.9,13.9,263.33,0.46
SaoPaulo3,43.9,15.2,829.33,0.46
SaoPaulo3,7.3,4.6,21.16,1.05
SaoPaulo3,8.4,7.0,24.23,1.05
Sarawak,16.3,20.0,163.54,0.65
Sarawak,11.6,15.0,45.17,0.54
Sarawak,14.7,16.0,82.82,0.54
Sarawak,5.2,6.0,6.07,0.66
Sarawak,6.4,9.0,9.60,0.66
Sarawak,21.0,25.0,194.69,0.74
Sarawak,29.3,35.0,279.09,0.34
Sarawak,20.3,25.0,132.95,0.41
Sarawak,27.3,30.0,446.01,0.43
Sarawak,9.5,15.0,21.74,0.38
Sarawak,12.0,13.0,36.72,0.38
Sarawak,8.3,10.0,14.33,0.56
Sarawak,24.6,30.0,393.81,0.58
Sarawak,18.3,25.0,136.94,0.57
Sarawak,27.8,30.0,304.57,0.41
Sarawak,9.0,9.8,16.80,0.32
Sarawak,20.7,25.0,178.74,0.56
Sarawak,24.5,30.0,277.58,0.56
Sarawak,10.3,12.0,42.63,0.62
Sarawak,30.9,35.0,535.29,0.81
Sarawak,44.1,40.0,1443.96,0.57
SouthAfrica,5.4,3.6,1.87,0.90
SouthAfrica,7.0,3.6,7.34,0.90
SouthAfrica,8.9,3.0,10.69,0.90
SouthAfrica,12.8,5.5,31.27,0.90
SouthAfrica,15.0,8.0,52.36,0.90
SouthAfrica,15.9,7.0,60.83,0.90
SouthAfrica,18.8,6.6,56.50,0.90
SouthAfrica,22.6,6.8,114.53,0.90
SouthAfrica,24.2,8.0,321.19,0.90
SouthAfrica,36.0,9.3,666.73,0.93
SouthAfrica,70.0,15.5,3890.36,0.91
SouthAfrica,79.3,13.3,4538.06,0.87
SouthAfrica,5.0,4.7,10.90,0.84
SouthAfrica,5.0,2.9,7.36,0.84
SouthAfrica,5.0,2.4,3.43,0.84
SouthAfrica,5.0,3.5,2.98,0.84
SouthAfrica,5.0,3.1,2.45,0.84
SouthAfrica,5.0,2.5,2.35,0.84
SouthAfrica,5.0,2.4,2.28,0.84
SouthAfrica,5.0,2.9,1.40,0.84
SouthAfrica,5.1,3.0,4.98,0.84
SouthAfrica,5.1,2.8,2.70,0.84
SouthAfrica,5.2,4.1,3.66,0.84
SouthAfrica,5.2,2.7,3.47,0.84
SouthAfrica,5.2,3.4,3.41,0.84
SouthAfrica,5.2,3.1,3.21,0.84
SouthAfrica,5.2,2.2,2.59,0.84
SouthAfrica,5.3,3.8,4.31,0.84
SouthAfrica,5.3,3.3,3.41,0.84
SouthAfrica,5.3,2.9,3.31,0.84
SouthAfrica,5.3,2.8,3.31,0.84
SouthAfrica,5.4,3.1,8.28,0.84
SouthAfrica,5.4,4.0,7.14,0.84
SouthAfrica,5.4,3.3,5.19,0.84
SouthAfrica,5.4,4.0,4.63,0.84
SouthAfrica,5.4,4.0,3.31,0.84
SouthAfrica,5.4,2.9,3.32,0.84
SouthAfrica,5.4,2.7,3.16,0.84
SouthAfrica,5.5,3.5,6.76,0.84
SouthAfrica,5.5,3.3,6.22,0.84
SouthAfrica,5.5,2.7,5.50,0.84
SouthAfrica,5.5,4.1,4.97,0.84
SouthAfrica,5.5,3.8,4.62,0.84
SouthAfrica,5.5,3.0,3.82,0.84
SouthAfrica,5.5,4.6,3.35,0.84
SouthAfrica,5.5,3.1,2.83,0.84
SouthAfrica,5.5,2.6,2.69,0.84
SouthAfrica,5.7,3.4,3.74,0.84
SouthAfrica,5.8,3.1,5.41,0.84
SouthAfrica,5.8,3.9,4.72,0.84
SouthAfrica,5.8,3.1,3.97,0.84
SouthAfrica,5.8,3.3,3.52,0.84
SouthAfrica,5.8,3.6,3.00,0.84
SouthAfrica,5.9,3.0,6.21,0.84
SouthAfrica,5.9,4.1,5.59,0.84
SouthAfrica,5.9,4.0,5.64,0.84
SouthAfrica,5.9,3.5,4.60,0.84
SouthAfrica,5.9,2.7,3.43,0.84
SouthAfrica,5.9,1.8,3.06,0.72
SouthAfrica,5.9,3.9,2.90,0.84
SouthAfrica,5.9,2.4,2.81,0.84
SouthAfrica,6.0,3.2,6.41,0.84
SouthAfrica,6.0,3.6,6.11,0.84
SouthAfrica,6.0,3.5,4.27,0.84
SouthAfrica,6.1,4.2,6.59,0.84
SouthAfrica,6.1,2.8,3.64,0.84
SouthAfrica,6.1,2.2,2.53,0.84
SouthAfrica,6.2,4.2,7.13,0.84
SouthAfrica,6.2,3.2,6.16,0.84
SouthAfrica,6.2,2.2,5.51,0.84
SouthAfrica,6.2,1.4,4.70,0.84
SouthAfrica,6.2,4.1,4.44,0.84
SouthAfrica,6.2,1.9,3.07,0.84
SouthAfrica,6.3,3.9,7.34,0.84
SouthAfrica,6.3,3.4,6.24,0.84
SouthAfrica,6.3,4.0,6.15,0.84
SouthAfrica,6.3,2.4,6.33,0.84
SouthAfrica,6.3,2.9,4.84,0.84
SouthAfrica,6.3,3.7,4.38,0.84
SouthAfrica,6.3,3.5,3.31,0.84
SouthAfrica,6.4,3.9,6.19,0.84
SouthAfrica,6.4,3.4,5.83,0.84
SouthAfrica,6.5,2.9,5.80,0.84
SouthAfrica,6.5,4.2,4.00,0.84
SouthAfrica,6.5,4.3,3.52,0.84
SouthAfrica,6.6,4.1,7.86,0.84
SouthAfrica,6.6,4.7,5.94,0.84
SouthAfrica,6.6,4.5,4.01,0.84
SouthAfrica,6.6,3.3,3.50,0.84
SouthAfrica,6.7,3.2,7.99,0.84
SouthAfrica,6.7,2.7,6.76,0.84
SouthAfrica,6.7,4.1,5.22,0.84
SouthAfrica,6.7,4.2,5.24,0.84
SouthAfrica,6.7,4.2,4.62,0.84
SouthAfrica,6.7,2.7,4.37,0.84
SouthAfrica,6.7,3.0,4.10,0.84
SouthAfrica,6.7,2.0,2.04,0.84
SouthAfrica,6.8,4.2,7.70,0.84
SouthAfrica,6.8,4.6,7.51,0.84
SouthAfrica,6.8,3.2,7.16,0.84
SouthAfrica,6.8,3.7,4.67,0.84
SouthAfrica,6.8,2.9,4.74,0.84
SouthAfrica,6.9,2.8,9.97,0.84
SouthAfrica,6.9,4.6,7.16,0.84
SouthAfrica,6.9,3.6,7.40,0.84
SouthAfrica,6.9,3.7,6.53,0.84
SouthAfrica,7.0,3.5,11.78,0.84
SouthAfrica,7.0,4.3,9.74,0.84
SouthAfrica,7.0,4.5,8.08,0.84
SouthAfrica,7.0,4.6,8.13,0.84
SouthAfrica,7.0,5.0,7.73,0.84
SouthAfrica,7.0,3.2,7.31,0.75
SouthAfrica,7.0,4.3,6.94,0.76
SouthAfrica,7.0,3.2,6.71,0.84
SouthAfrica,7.0,3.6,6.22,0.84
SouthAfrica,7.1,3.0,8.38,0.84
SouthAfrica,7.2,3.4,8.98,0.84
SouthAfrica,7.2,2.7,8.12,0.84
SouthAfrica,7.2,4.3,9.09,0.84
SouthAfrica,7.2,3.8,8.13,0.84
SouthAfrica,7.2,3.6,7.91,0.84
SouthAfrica,7.3,4.6,9.75,0.84
SouthAfrica,7.3,3.7,8.47,0.84
SouthAfrica,7.3,3.2,8.92,0.84
SouthAfrica,7.3,4.6,8.27,0.79
SouthAfrica,7.3,2.8,5.22,0.84
SouthAfrica,7.4,4.2,7.84,0.84
SouthAfrica,7.4,3.4,5.14,0.84
SouthAfrica,7.5,4.7,11.10,0.84
SouthAfrica,7.6,4.7,13.76,0.84
SouthAfrica,7.6,3.4,11.61,0.84
SouthAfrica,7.6,3.7,9.68,0.84
SouthAfrica,7.6,4.3,8.95,0.84
SouthAfrica,7.6,4.0,8.75,0.81
SouthAfrica,7.6,3.7,7.03,0.84
SouthAfrica,7.6,3.5,7.74,0.84
SouthAfrica,7.7,5.0,8.29,0.84
SouthAfrica,7.7,2.7,6.24,0.84
SouthAfrica,7.8,5.1,11.54,0.84
SouthAfrica,7.8,4.6,9.25,0.84
SouthAfrica,7.8,4.4,7.81,0.84
SouthAfrica,7.8,4.3,7.43,0.84
SouthAfrica,7.8,2.9,4.54,0.84
SouthAfrica,7.9,3.7,15.26,0.84
SouthAfrica,7.9,4.0,5.71,0.84
SouthAfrica,8.0,4.4,9.45,0.84
SouthAfrica,8.0,3.3,9.27,0.85
SouthAfrica,8.0,3.9,8.48,0.84
SouthAfrica,8.0,5.0,6.71,0.84
SouthAfrica,8.1,3.5,11.22,0.84
SouthAfrica,8.1,3.7,9.83,0.84
SouthAfrica,8.1,4.9,5.18,0.84
SouthAfrica,8.2,4.1,14.54,0.84
SouthAfrica,8.2,4.1,11.92,0.84
SouthAfrica,8.2,4.3,10.55,0.84
SouthAfrica,8.2,3.5,9.33,0.84
SouthAfrica,8.2,4.4,8.71,0.84
SouthAfrica,8.3,4.6,26.07,0.84
SouthAfrica,8.3,3.3,13.08,0.84
SouthAfrica,8.3,2.9,3.31,0.84
SouthAfrica,8.4,4.4,15.13,0.84
SouthAfrica,8.4,4.1,15.30,0.84
SouthAfrica,8.4,3.6,15.18,0.84
SouthAfrica,8.8,4.2,12.34,0.84
SouthAfrica,8.9,3.1,5.84,0.84
SouthAfrica,9.1,6.2,17.85,0.84
SouthAfrica,9.4,4.8,18.62,0.84
SouthAfrica,9.5,4.0,15.61,0.84
SouthAfrica,9.5,3.8,15.14,0.84
SouthAfrica,9.6,6.2,17.39,0.84
SouthAfrica,9.7,3.1,12.39,0.84
SouthAfrica,9.8,4.7,14.84,0.84
SouthAfrica,9.8,4.2,9.98,0.84
SouthAfrica,9.9,4.1,21.29,0.84
SouthAfrica,9.9,3.6,18.44,0.84
SouthAfrica,9.9,4.1,13.45,0.84
SouthAfrica,10.0,2.5,11.72,0.84
SouthAfrica,10.1,4.8,27.19,0.84
SouthAfrica,10.2,4.6,15.15,0.84
SouthAfrica,10.5,4.9,39.70,0.84
SouthAfrica,10.5,5.0,28.22,0.84
SouthAfrica,10.8,5.1,26.12,0.84
SouthAfrica,11.0,4.2,21.78,0.84
SouthAfrica,11.0,5.3,14.53,0.84
SouthAfrica,12.2,2.2,24.08,0.84
SouthAfrica,12.5,6.1,28.23,0.84
SouthAfrica,12.7,4.5,16.25,0.84
SouthAfrica,12.9,3.8,25.73,0.84
SouthAfrica,13.4,6.0,137.81,0.84
SouthAfrica,13.7,5.9,36.37,0.84
SouthAfrica,13.7,4.8,35.62,0.84
SouthAfrica,14.0,5.2,41.27,0.84
SouthAfrica,14.3,5.4,43.40,0.84
SouthAfrica,14.3,5.3,33.67,0.84
SouthAfrica,14.3,5.1,24.49,0.84
SouthAfrica,14.6,3.9,41.40,0.84
SouthAfrica,15.0,4.0,37.31,0.84
SouthAfrica,15.0,5.0,34.82,0.84
SouthAfrica,15.3,4.8,28.56,0.84
SouthAfrica,15.9,6.7,65.15,0.84
SouthAfrica,15.9,6.9,61.67,0.84
SouthAfrica,15.9,6.2,60.73,0.84
SouthAfrica,15.9,5.3,48.31,0.87
SouthAfrica,16.2,6.1,65.96,0.89
SouthAfrica,16.2,6.1,49.28,0.84
SouthAfrica,16.2,5.0,44.19,0.84
SouthAfrica,16.6,6.6,61.78,0.84
SouthAfrica,16.6,5.2,44.54,0.84
SouthAfrica,16.9,5.7,157.74,0.84
SouthAfrica,17.2,6.2,49.98,0.84
SouthAfrica,17.2,6.2,46.76,0.86
SouthAfrica,17.5,6.3,69.78,0.84
SouthAfrica,17.5,5.4,64.38,0.84
SouthAfrica,17.5,4.5,40.01,0.84
SouthAfrica,18.1,3.1,35.76,0.84
SouthAfrica,18.5,5.8,110.28,0.84
SouthAfrica,18.8,6.1,113.93,0.92
SouthAfrica,19.1,6.3,99.64,0.81
SouthAfrica,19.1,6.5,84.93,0.84
SouthAfrica,19.1,7.4,70.70,0.84
SouthAfrica,19.4,6.2,136.83,0.92
SouthAfrica,22.0,6.4,80.57,0.84
SouthAfrica,22.3,7.5,150.72,0.87
SouthAfrica,22.6,6.2,113.21,0.84
SouthAfrica,22.9,7.9,103.74,0.84
SouthAfrica,23.2,5.1,90.63,0.89
SouthAfrica,23.2,6.7,83.30,0.84
SouthAfrica,23.9,5.3,83.23,0.84
SouthAfrica,24.2,4.1,156.73,0.84
SouthAfrica,24.2,5.8,108.96,0.84
SouthAfrica,25.1,7.4,202.35,1.09
SouthAfrica,27.1,7.4,268.12,1.04
SouthAfrica,27.1,8.1,216.30,0.84
SouthAfrica,28.0,7.8,206.34,0.84
SouthAfrica,28.0,6.2,180.56,0.84
SouthAfrica,30.6,7.7,291.84,0.84
SouthAfrica,31.2,5.5,250.25,0.97
SouthAfrica,35.0,7.2,366.65,0.84
SouthAfrica,5.0,3.3,5.65,0.94
SouthAfrica,5.0,3.1,5.80,0.94
SouthAfrica,5.1,4.1,6.03,0.94
SouthAfrica,5.3,3.9,4.88,0.94
SouthAfrica,5.3,2.5,4.24,0.94
SouthAfrica,5.3,3.2,4.64,0.94
SouthAfrica,5.3,2.8,4.06,0.94
SouthAfrica,5.4,3.3,5.35,0.94
SouthAfrica,5.4,3.4,3.83,0.94
SouthAfrica,5.6,3.5,4.44,0.94
SouthAfrica,6.0,4.1,7.62,0.94
SouthAfrica,6.1,3.9,6.99,0.94
SouthAfrica,6.2,4.1,10.99,0.94
SouthAfrica,6.2,5.3,9.51,0.94
SouthAfrica,6.2,3.7,9.18,0.94
SouthAfrica,6.3,4.4,7.79,0.94
SouthAfrica,6.4,3.8,6.99,0.94
SouthAfrica,6.5,3.2,8.26,0.94
SouthAfrica,6.6,1.8,4.68,0.94
SouthAfrica,6.7,4.1,8.59,0.94
SouthAfrica,6.7,3.8,7.45,0.94
SouthAfrica,6.8,2.7,12.18,0.94
SouthAfrica,6.8,4.5,10.59,0.94
SouthAfrica,6.9,4.1,7.02,0.94
SouthAfrica,7.0,2.7,7.57,0.94
SouthAfrica,7.0,2.4,6.49,0.94
SouthAfrica,7.0,2.5,4.47,0.94
SouthAfrica,7.1,4.4,16.50,0.94
SouthAfrica,7.1,4.6,10.47,0.94
SouthAfrica,7.3,3.0,15.29,0.94
SouthAfrica,7.4,3.0,9.51,0.94
SouthAfrica,7.4,5.0,10.02,0.94
SouthAfrica,7.4,4.2,9.47,0.94
SouthAfrica,7.4,3.5,8.37,0.94
SouthAfrica,7.5,4.5,13.14,0.94
SouthAfrica,7.5,4.0,11.86,0.94
SouthAfrica,7.6,3.0,11.14,0.94
SouthAfrica,7.6,4.0,8.74,0.94
SouthAfrica,7.7,3.6,8.71,0.94
SouthAfrica,7.8,5.1,14.55,0.94
SouthAfrica,7.8,3.4,7.71,0.94
SouthAfrica,7.9,5.4,41.45,0.94
SouthAfrica,7.9,4.5,15.43,0.94
SouthAfrica,8.0,4.1,13.06,0.94
SouthAfrica,8.3,4.3,15.13,0.94
SouthAfrica,8.3,5.3,11.51,0.94
SouthAfrica,8.3,4.0,10.52,0.94
SouthAfrica,8.3,3.4,9.06,0.94
SouthAfrica,8.3,3.5,7.22,0.94
SouthAfrica,8.4,4.9,16.83,0.94
SouthAfrica,8.4,1.8,5.33,0.94
SouthAfrica,8.5,6.6,36.03,0.94
SouthAfrica,8.5,4.1,16.25,0.94
SouthAfrica,8.5,3.7,12.70,0.84
SouthAfrica,8.7,5.2,20.58,0.94
SouthAfrica,8.9,3.5,16.82,0.94
SouthAfrica,8.9,3.0,6.19,0.94
SouthAfrica,9.2,4.3,17.44,0.94
SouthAfrica,9.4,5.2,17.04,0.94
SouthAfrica,9.4,7.9,15.52,0.94
SouthAfrica,9.5,3.9,22.53,0.94
SouthAfrica,9.5,4.1,9.23,0.94
SouthAfrica,9.6,4.4,19.68,0.94
SouthAfrica,9.9,4.3,18.94,0.94
SouthAfrica,10.1,4.7,26.00,0.94
SouthAfrica,10.1,5.1,22.02,0.94
SouthAfrica,10.2,4.8,13.14,0.94
SouthAfrica,10.5,4.4,21.07,0.94
SouthAfrica,10.5,3.7,20.67,0.94
SouthAfrica,10.5,2.9,9.70,0.94
SouthAfrica,10.6,4.1,11.32,0.94
SouthAfrica,10.8,3.8,11.16,0.94
SouthAfrica,11.1,4.4,25.78,0.94
SouthAfrica,11.4,4.5,28.13,0.94
SouthAfrica,11.5,5.4,28.44,0.94
SouthAfrica,12.0,4.5,29.30,0.94
SouthAfrica,12.1,5.6,26.00,0.94
SouthAfrica,12.5,4.0,27.63,0.94
SouthAfrica,13.1,5.4,34.92,0.94
SouthAfrica,13.4,4.5,35.45,0.94
SouthAfrica,13.4,4.5,21.89,0.94
SouthAfrica,13.7,4.8,38.76,0.94
SouthAfrica,14.6,5.8,47.48,0.94
SouthAfrica,15.0,4.6,44.27,0.94
SouthAfrica,15.3,4.4,16.31,0.94
SouthAfrica,17.5,4.9,75.07,0.93
SouthAfrica,17.5,6.9,71.02,0.94
SouthAfrica,17.5,5.5,62.68,1.02
SouthAfrica,17.8,4.9,77.15,1.00
SouthAfrica,18.1,4.6,102.04,0.94
SouthAfrica,25.1,6.5,227.39,0.92
SouthAfrica,7.2,3.1,4.70,0.98
SouthAfrica,10.5,4.6,20.93,0.98
SouthAfrica,19.4,6.2,112.05,0.98
SouthAfrica,28.6,5.3,399.15,1.00
SouthAfrica,38.5,8.7,691.58,0.97
SouthAfrica,5.3,3.4,2.38,0.43
SouthAfrica,5.3,3.5,1.64,0.43
SouthAfrica,5.5,2.2,1.24,0.43
SouthAfrica,5.7,3.5,2.59,0.43
SouthAfrica,6.1,3.0,2.13,0.43
SouthAfrica,6.2,3.1,4.25,0.43
SouthAfrica,6.2,4.3,3.76,0.43
SouthAfrica,6.2,2.3,2.27,0.43
SouthAfrica,6.5,3.0,6.50,0.43
SouthAfrica,7.0,4.3,2.39,0.43
SouthAfrica,7.2,4.1,3.08,0.43
SouthAfrica,7.3,3.1,2.76,0.43
SouthAfrica,7.6,4.2,7.63,0.43
SouthAfrica,8.4,3.4,2.69,0.43
SouthAfrica,8.5,4.2,6.61,0.43
SouthAfrica,8.6,3.2,6.36,0.43
SouthAfrica,8.7,2.7,5.77,0.43
SouthAfrica,9.0,4.0,7.73,0.43
SouthAfrica,9.5,3.4,3.95,0.43
SouthAfrica,10.3,3.3,9.73,0.43
SouthAfrica,10.7,5.0,13.75,0.43
SouthAfrica,10.8,4.8,10.46,0.43
SouthAfrica,12.1,4.4,11.58,0.43
SouthAfrica,13.7,5.0,25.89,0.43
